id,url,type,purpose,area,bedroom,bath,added,price,location,location_city,source
3402,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_b_10_marla_double_unit_brand_new_designer_with_10_kv_soler_house_available_for_rent-54156346-3050-4.html,House,For Rent,10 Marla,5,6.0,7 hours ago,PKR 2 Lakh,"Bahria Town Phase 8 - Block B, Bahria Town Phase 8",Rawalpindi,Zameen
3403,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_7_marla_double_unit_house_available_for_rent_in_umer_block-54404399-3048-4.html,House,For Rent,7 Marla,4,5.0,10 hours ago,PKR 90 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3404,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_upper_portion_available_for_rent_in_bahria_town_phase_8_rawalpindi-54023250-3048-4.html,Upper Portion,For Rent,1 Kanal,3,4.0,45 minutes ago,PKR 95 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3405,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_brand_full_house_available_for_rent_in_bahria_town_phase_7_rawalpindi-54469294-3048-4.html,House,For Rent,1 Kanal,6,7.0,46 minutes ago,PKR 2.95 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3406,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_kanal_brand_full_house_available_for_rent_in_bahria_town_phase_7_rawalpindi-54469273-3048-4.html,House,For Rent,1 Kanal,6,6.0,46 minutes ago,PKR 2.75 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3407,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_one_bed_luxury_furnished_apartment_available_for_rent_in_bahria_town_phase_7_rawalpindi-54182342-3047-4.html,Apartment,For Rent,4 Marla,1,1.0,46 minutes ago,PKR 75 Thousand,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3408,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_one_bed_luxury_furnished_apartment_available_for_rent_in_bahria_town_phase_7_rawalpindi-54157732-3047-4.html,Apartment,For Rent,4 Marla,1,1.0,46 minutes ago,PKR 60 Thousand,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3409,https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_2_10_marla_upper_portion_available_for_rent_in_bahria_town_phase_8_rawalpindi-54514141-8301-4.html,Upper Portion,For Rent,10 Marla,3,3.0,46 minutes ago,PKR 63 Thousand,"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave",Rawalpindi,Zameen
3410,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-54502989-3048-4.html,House,For Rent,10 Marla,5,6.0,46 minutes ago,PKR 1.2 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3411,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_full_house_available_for_rent_in_bahria_town_phase_8_rawalpindi-54519538-3048-4.html,House,For Rent,10 Marla,5,6.0,47 minutes ago,PKR 1.35 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
